com.sonyericsson.pontofrio;PONTO FRIO;3.7;32426;10000000;2020-08-07
com.novapontocom.extra;EXTRA;2.8;26805;1000000;2018-07-16
com.portal.android;STONE;3.9;1356;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22600;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98183;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1225889;10000000;2020-08-07
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13738;1000000;2020-08-04
com.picpay;PICPAY;3.5;250778;10000000;2020-08-01
br.com.digio;DIGIO;4.4;353202;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.6;1221;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;108446;1000000;2020-08-05
com.b2winc.amedigital;AME DIGITAL;4.3;135116;5000000;2020-07-30
com.itau.iti;ITI;3.7;10390;1000000;2020-07-28
com.recarga.recarga;RECARGAPAY;4.1;469725;10000000;2020-08-08
com.itaucard.activity;ITAUCARD;4.3;430298;10000000;2020-07-28
br.com.santander.way;SANTANDER WAY;4.5;985027;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;159989;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14175;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.7;115686;1000000;2020-08-08
br.com.orama.mobile;ORAMA;4.6;766;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.9;23866;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.7;16458;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.6;484;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;976142;50000000;2020-08-05
com.alibaba.aliexpresshd;ALIEXPRESS;4.5;10023467;100000000;2020-08-07
amaro.amaroandroid;AMARO;4.6;7054;1000000;2020-07-13
br.com.arezzo;AREZZO;4.7;1978;100000;2020-07-01
com.gmail.fernandolabrada.avon;AVON;1.9;252;100000;2019-07-18
br.com.avon.mobile_commerce;AVON CONSULTORA;4.7;64854;1000000;2020-07-29
br.com.belezanaweb.android;BELEZA NA WEB;4.6;11717;1000000;2020-07-07
com.booking;BOOKING;4.7;2695237;100000000;2020-08-05
br.com.amil.beneficiarios;AMIL;4.1;116599;1000000;2020-08-07
com.unimed.guiamdico;UNIMED;2.6;10160;1000000;2019-10-16
br.com.hapvida.hapvida;HAPVIDA;3.7;4686;1000000;2020-06-12
com.boticario.mobile;BOTICARIO;4.5;16548;1000000;2020-07-07
br.com.hermespardini.app;HERMES PARDINI;3.3;565;100000;2020-07-29
com.localiza.mobile;LOCALIZA;4.5;8364;1000000;2020-07-23
br.com.unidas.apprac.android;UNIDAS;2.8;625;100000;2020-07-26
com.goodtravelsoftware.sharecar.toyotabrazil;TOYOTA MOBILITY SERVICES;2.1;141;50000;2020-08-04
br.com.moobie.android;MOOBIE;4.2;5549;500000;2020-07-23
com.cabify.rider;CABIFY;4.0;145080;10000000;2020-08-05
com.taxis99;99;4.6;1541569;50000000;2020-08-04
com.ubercab;UBER;3.9;7066294;500000000;2020-08-03
com.rentcars.rentcarscom;RENTCARS;4.3;3744;1000000;2020-08-07
br.com.appfactory.movida;MOVIDA;3.5;2621;500000;2020-08-07
br.unip.secretariaonlineunip;UNIP;3.7;3729;500000;2019-06-11
br.uninovemobile;UNINOVE;3.7;7250;500000;2020-01-15
br.estacio.estaciomobile;ESTACIO;4.3;3812;100000;2020-08-08
com.aba.wesleycampos.mediakroton;KROTON;4.2;103;10000;2017-02-18
br.com.ulife;ANIMA;2.9;219;10000;2019-10-22
br.com.verga.vmobile.nre;AFYA;2.0;57;5000;2020-05-27
br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;2997;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.9;11365;1000000;2020-08-04
br.com.grupofleury.fleury;FLEURY;3.9;27;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49769;1000000;2020-08-03
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34349;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8638;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;101431;10000000;2020-08-07
br.com.buscape.MainPack;BUSCAPE;4.4;128576;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;45000;1000000;2020-08-03
br.com.carrefour;CARREFOUR;2.9;24740;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26501;5000000;2020-08-07
br.com.sbf.centauro;CENTAURO;4.0;77135;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5700;1000000;2020-08-07
com.gm.decolar;DECOLAR;4.2;166967;10000000;2020-08-06
com.ebay.mobile;EBAY;4.7;3369572;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;53012;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;105003;5000000;2020-08-06
com.farfetch.farfetchshop;FARFETCH;3.7;3863;1000000;2020-07-31
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5609;1000000;2020-08-06
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.3;50;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.1;2333;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;90788;10000000;2020-07-24
com.mobly;MOBLY;2.7;8162;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;88231;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;161881;1000000;2020-07-30
br.com.netshoes.app;NETSHOES;3.9;302479;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1363785;50000000;2020-08-07
br.com.riachuelo.app;RIACHUELO;3.8;4550;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.3;814;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;486;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.2;820;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;117;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.0;2021751;50000000;2020-08-03
unimedbh.UnimedBH;UNIMED BH;4.6;4898;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2491;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.2;1222;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;660;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10047239;100000000;2020-08-06
com.inditex.zara;ZARA;4.0;158848;10000000;2020-08-07
br.com.zattini;ZATTINI;3.7;43469;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128535;10000000;2020-08-05
br.com.intermedium;INTER;4.5;363090;10000000;2020-07-27
com.nu.production;NUBANK;4.5;414214;10000000;2020-08-03
br.com.neon;NEON;4.4;191313;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.4;162182;5000000;2020-07-18
br.com.uol.ps.myaccount;PAGSEGURO;4.7;726380;10000000;2020-08-07
br.com.bancopan.cartoes;PAN;3.4;52899;1000000;2020-07-14
br.com.original.bank;ORIGINAL;3.8;77597;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17586;1000000;2020-08-07
goova.sofisa.client.v2;SOFISA;4.3;9386;500000;2020-06-09
com.c6bank.app;C6 BANK;4.2;68226;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9330650;100000000;2020-08-07
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1464769;100000000;2020-07-27
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1909651;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2507663;50000000;2020-08-06
com.itau;ITAU;4.4;1489261;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1335280;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1620889;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.2;1678067;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;419949;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91364;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102445;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;420508;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.8;136294;10000000;2020-08-07
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
com.sonyericsson.pontofrio;PONTO FRIO;3.7;32468;10000000;2020-08-07
com.novapontocom.extra;EXTRA;2.8;26811;1000000;2018-07-16
com.portal.android;STONE;3.9;1357;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22606;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98220;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1229367;10000000;2020-08-07
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13748;1000000;2020-08-04
com.picpay;PICPAY;3.5;251565;10000000;2020-08-01
br.com.digio;DIGIO;4.4;353305;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.6;1226;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;108498;1000000;2020-08-05
com.b2winc.amedigital;AME DIGITAL;4.3;135416;5000000;2020-07-30
com.itau.iti;ITI;3.7;10423;1000000;2020-07-28
com.recarga.recarga;RECARGAPAY;4.1;469802;10000000;2020-08-08
com.itaucard.activity;ITAUCARD;4.3;430453;10000000;2020-07-28
br.com.santander.way;SANTANDER WAY;4.5;985346;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;160061;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14176;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.7;115774;1000000;2020-08-08
br.com.orama.mobile;ORAMA;4.6;767;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.9;23880;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.8;16485;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.7;484;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;976941;50000000;2020-08-05
com.alibaba.aliexpresshd;ALIEXPRESS;4.5;10026669;100000000;2020-08-07
amaro.amaroandroid;AMARO;4.6;7058;1000000;2020-07-13
br.com.arezzo;AREZZO;4.7;1983;100000;2020-07-01
com.gmail.fernandolabrada.avon;AVON;1.9;252;100000;2019-07-18
br.com.avon.mobile_commerce;AVON CONSULTORA;4.7;65050;1000000;2020-07-29
br.com.belezanaweb.android;BELEZA NA WEB;4.6;11734;1000000;2020-08-10
com.booking;BOOKING;4.7;2696771;100000000;2020-08-05
br.com.amil.beneficiarios;AMIL;4.1;116628;1000000;2020-08-07
com.unimed.guiamdico;UNIMED;2.6;10160;1000000;2019-10-16
br.com.hapvida.hapvida;HAPVIDA;3.7;4689;1000000;2020-06-12
com.boticario.mobile;BOTICARIO;4.5;16586;1000000;2020-08-10
br.com.hermespardini.app;HERMES PARDINI;3.3;565;100000;2020-07-29
com.localiza.mobile;LOCALIZA;4.5;8373;1000000;2020-07-23
br.com.unidas.apprac.android;UNIDAS;2.8;627;100000;2020-07-26
com.goodtravelsoftware.sharecar.toyotabrazil;TOYOTA MOBILITY SERVICES;2.1;142;50000;2020-08-04
br.com.moobie.android;MOOBIE;4.2;5552;500000;2020-07-23
com.cabify.rider;CABIFY;4.0;145132;10000000;2020-08-05
com.taxis99;99;4.6;1542956;50000000;2020-08-04
com.ubercab;UBER;3.9;7067338;500000000;2020-08-03
com.rentcars.rentcarscom;RENTCARS;4.3;3747;1000000;2020-08-07
br.com.appfactory.movida;MOVIDA;3.5;2625;500000;2020-08-07
br.unip.secretariaonlineunip;UNIP;3.6;3731;500000;2019-06-11
br.uninovemobile;UNINOVE;3.7;7250;500000;2020-01-15
br.estacio.estaciomobile;ESTACIO;4.2;3830;100000;2020-08-09
com.aba.wesleycampos.mediakroton;KROTON;4.2;103;10000;2017-02-18
br.com.ulife;ANIMA;2.9;219;10000;2019-10-22
br.com.verga.vmobile.nre;AFYA;2.0;57;5000;2020-05-27
br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;2998;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.9;11374;1000000;2020-08-04
br.com.grupofleury.fleury;FLEURY;3.9;27;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49784;1000000;2020-08-03
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34414;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8642;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;101503;10000000;2020-08-07
br.com.buscape.MainPack;BUSCAPE;4.4;128587;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;45014;1000000;2020-08-03
br.com.carrefour;CARREFOUR;2.9;24764;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26573;5000000;2020-08-07
br.com.sbf.centauro;CENTAURO;4.1;77273;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5701;1000000;2020-08-07
com.gm.decolar;DECOLAR;4.2;166972;10000000;2020-08-06
com.ebay.mobile;EBAY;4.7;3371403;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;53049;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;105085;5000000;2020-08-06
com.farfetch.farfetchshop;FARFETCH;3.7;3867;1000000;2020-07-31
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5620;1000000;2020-08-06
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.3;52;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.1;2340;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;91049;10000000;2020-07-24
com.mobly;MOBLY;2.7;8163;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;88296;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;161960;1000000;2020-07-30
br.com.netshoes.app;NETSHOES;3.9;302656;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1364190;50000000;2020-08-07
br.com.riachuelo.app;RIACHUELO;3.9;4593;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.3;815;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;487;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.2;822;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;117;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.0;2022145;50000000;2020-08-03
unimedbh.UnimedBH;UNIMED BH;4.5;4929;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2496;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.2;1223;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;659;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10050517;100000000;2020-08-06
com.inditex.zara;ZARA;4.0;158950;10000000;2020-08-07
br.com.zattini;ZATTINI;3.7;43495;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128609;10000000;2020-08-05
br.com.intermedium;INTER;4.5;364430;10000000;2020-08-10
com.nu.production;NUBANK;4.5;414856;10000000;2020-08-03
br.com.neon;NEON;4.4;191820;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.4;162673;5000000;2020-08-11
br.com.uol.ps.myaccount;PAGSEGURO;4.7;728442;10000000;2020-08-07
br.com.bancopan.cartoes;PAN;3.4;53116;1000000;2020-08-10
br.com.original.bank;ORIGINAL;3.8;77733;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17710;1000000;2020-08-07
goova.sofisa.client.v2;SOFISA;4.3;9401;500000;2020-06-09
com.c6bank.app;C6 BANK;4.2;68636;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9343964;100000000;2020-08-07
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1465827;100000000;2020-08-10
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1912722;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2510378;50000000;2020-08-06
com.itau;ITAU;4.4;1490075;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1337041;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1623104;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.2;1684207;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;420698;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91415;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102531;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;421165;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.8;136652;10000000;2020-08-07
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
com.sonyericsson.pontofrio;PONTO FRIO;3.7;32526;10000000;2020-08-07
com.novapontocom.extra;EXTRA;2.8;26822;1000000;2018-07-16
com.portal.android;STONE;3.9;1359;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22620;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98269;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1235095;10000000;2020-08-10
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13778;1000000;2020-08-04
com.picpay;PICPAY;3.6;253081;10000000;2020-08-01
br.com.digio;DIGIO;4.4;353589;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.6;1227;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;108766;1000000;2020-08-05
com.b2winc.amedigital;AME DIGITAL;4.3;135865;5000000;2020-07-30
com.itau.iti;ITI;3.8;10479;1000000;2020-08-10
com.recarga.recarga;RECARGAPAY;4.1;469957;10000000;2020-08-08
com.itaucard.activity;ITAUCARD;4.3;430721;10000000;2020-08-10
br.com.santander.way;SANTANDER WAY;4.4;985972;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;160248;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14175;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.7;116210;1000000;2020-08-08
br.com.orama.mobile;ORAMA;4.6;772;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.9;23907;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.8;16515;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.7;485;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;977571;50000000;2020-08-05
com.alibaba.aliexpresshd;ALIEXPRESS;4.5;10031619;100000000;2020-08-07
amaro.amaroandroid;AMARO;4.6;7066;1000000;2020-07-13
br.com.arezzo;AREZZO;4.7;1993;100000;2020-07-01
com.gmail.fernandolabrada.avon;AVON;1.9;253;100000;2019-07-18
br.com.avon.mobile_commerce;AVON CONSULTORA;4.7;65369;1000000;2020-07-29
br.com.belezanaweb.android;BELEZA NA WEB;4.6;11757;1000000;2020-08-10
com.booking;BOOKING;4.7;2698406;100000000;2020-08-10
br.com.amil.beneficiarios;AMIL;4.1;116705;1000000;2020-08-07
com.unimed.guiamdico;UNIMED;2.6;10161;1000000;2019-10-16
br.com.hapvida.hapvida;HAPVIDA;3.7;4695;1000000;2020-06-12
com.boticario.mobile;BOTICARIO;4.5;16671;1000000;2020-08-10
br.com.hermespardini.app;HERMES PARDINI;3.3;565;100000;2020-07-29
com.localiza.mobile;LOCALIZA;4.5;8390;1000000;2020-07-23
br.com.unidas.apprac.android;UNIDAS;2.7;631;100000;2020-07-26
com.goodtravelsoftware.sharecar.toyotabrazil;TOYOTA MOBILITY SERVICES;2.2;142;50000;2020-08-04
br.com.moobie.android;MOOBIE;4.2;5556;500000;2020-07-23
com.cabify.rider;CABIFY;4.0;145201;10000000;2020-08-05
com.taxis99;99;4.6;1544468;50000000;2020-08-04
com.ubercab;UBER;3.9;7068427;500000000;2020-08-10
com.rentcars.rentcarscom;RENTCARS;4.3;3752;1000000;2020-08-07
br.com.appfactory.movida;MOVIDA;3.5;2632;500000;2020-08-07
br.unip.secretariaonlineunip;UNIP;3.6;3735;500000;2019-06-11
br.uninovemobile;UNINOVE;3.7;7252;500000;2020-01-15
br.estacio.estaciomobile;ESTACIO;4.2;3862;100000;2020-08-09
com.aba.wesleycampos.mediakroton;KROTON;4.2;104;10000;2017-02-18
br.com.ulife;ANIMA;2.9;219;10000;2019-10-22
br.com.verga.vmobile.nre;AFYA;1.9;59;5000;2020-05-27
br.com.verga.vmobile.ser;SER EDUCACIONAL;3.1;3001;100000;2019-10-23
br.com.grupoboticario.boticariorepresentante;BOTICARIO CONSULTORA;2.9;11398;1000000;2020-08-10
br.com.grupofleury.fleury;FLEURY;3.9;27;10000;2020-06-26
br.com.sulamerica.sam.saude;SULAMERICA SAUDE;4.2;49847;1000000;2020-08-10
br.com.gndi.beneficiario.gndieasy;NOTREDAME INTERMEDICA;4.1;34572;1000000;2020-08-05
br.com.bradseg.segurobradescosaude;BRADESCO SAUDE;2.2;8647;1000000;2020-07-09
com.app99.driver;99 DRIVER;3.8;101919;10000000;2020-08-07
br.com.buscape.MainPack;BUSCAPE;4.4;128607;10000000;2020-08-05
com.cabify.driver;CABIFY DRIVER;4.1;45048;1000000;2020-08-03
br.com.carrefour;CARREFOUR;2.9;24810;1000000;2020-06-05
br.com.cea.appb2c;CEA;3.9;26653;5000000;2020-08-07
br.com.sbf.centauro;CENTAURO;4.1;77471;5000000;2020-07-24
com.cvc.minhacvc;CVC;2.6;5706;1000000;2020-08-07
com.gm.decolar;DECOLAR;4.2;166975;10000000;2020-08-06
com.ebay.mobile;EBAY;4.7;3373218;100000000;2020-07-29
br.com.elo7.appbuyer;ELO7;4.5;53113;1000000;2020-08-04
br.com.enjoei.app;ENJOEI;4.2;105185;5000000;2020-08-10
com.farfetch.farfetchshop;FARFETCH;3.7;3870;1000000;2020-08-10
br.com.fastshop.ecommerce.beta;FAST SHOP;4.2;5641;1000000;2020-08-06
br.com.kplay.evgrupohinode;HINODE CONSULTORA;4.3;54;100000;2020-07-23
br.com.leroymerlin;LEROY MERLIN;4.1;2347;500000;2020-01-29
br.com.lojasrenner;LOJAS RENNER;4.6;94684;10000000;2020-08-10
com.mobly;MOBLY;2.7;8166;1000000;2020-08-03
net.natura.semprepresente;NATURA;4.5;88369;5000000;2020-08-03
net.natura.cn;NATURA CONSULTORA;4.4;162142;1000000;2020-08-10
br.com.netshoes.app;NETSHOES;3.9;302873;10000000;2020-08-03
com.schibsted.bomnegocio.androidApp;OLX;4.4;1364707;50000000;2020-08-07
br.com.riachuelo.app;RIACHUELO;3.9;4635;1000000;2020-08-05
br.com.ricardoeletro;RICARDO ELETRO;2.3;817;500000;2020-06-15
br.com.arezzo.schutz;SCHUTZ;4.7;491;100000;2020-07-17
com.cvc.subviagens;SUBMARINO VIAGENS;3.2;824;100000;2020-07-22
com.conductor.tokstok.card;TOKPAY;2.8;117;10000;2020-07-22
com.ubercab.driver;UBER DRIVER;4.0;2022659;50000000;2020-08-10
unimedbh.UnimedBH;UNIMED BH;4.6;4995;100000;2020-07-25
br.coop.unimed.cliente;UNIMED COOP;2.3;2516;500000;2020-07-29
br.com.UnimedRio.Associado;UNIMED RIO;3.2;1223;100000;2020-01-10
tellerina.com.br.vivara;VIVARA;3.0;660;100000;2020-01-13
com.contextlogic.wish;WISH;4.3;10054318;500000000;2020-08-06
com.inditex.zara;ZARA;4.0;159048;10000000;2020-08-07
br.com.zattini;ZATTINI;3.7;43558;5000000;2020-08-03
com.zoom.zoomandroid;ZOOM;4.4;128697;10000000;2020-08-05
br.com.intermedium;INTER;4.5;365479;10000000;2020-08-10
com.nu.production;NUBANK;4.5;415454;10000000;2020-08-03
br.com.neon;NEON;4.4;192255;10000000;2020-07-30
br.com.bradesco.next;NEXT;4.4;163086;5000000;2020-08-11
br.com.uol.ps.myaccount;PAGSEGURO;4.7;730501;10000000;2020-08-07
br.com.bancopan.cartoes;PAN;3.4;53375;1000000;2020-08-10
br.com.original.bank;ORIGINAL;3.8;77859;5000000;2020-08-03
com.bs2.mobilebanking.hub.conta.digital;BS2;4.6;17821;1000000;2020-08-07
goova.sofisa.client.v2;SOFISA;4.3;9435;500000;2020-06-09
com.c6bank.app;C6 BANK;4.3;69079;1000000;2020-08-06
com.mercadolibre;MERCADO LIVRE;4.8;9357506;100000000;2020-08-11
com.amazon.mShop.android.shopping;AMAZON SHOPPING;4.1;1466824;100000000;2020-08-10
com.amazon.avod.thirdpartyclient;AMAZON PRIME;4.4;1915950;100000000;2020-08-03
br.com.bb.android;BANCO DO BRASIL;4.6;2512726;50000000;2020-08-06
com.itau;ITAU;4.4;1490774;10000000;2020-07-29
com.santander.app;SANTANDER;4.3;1338297;10000000;2020-08-03
com.bradesco;BRADESCO;4.4;1624981;50000000;2020-07-21
br.com.gabba.Caixa;CAIXA ECONOMICA FEDERAL;4.3;1689477;50000000;2020-06-25
com.b2w.americanas;AMERICANAS;4.2;421446;50000000;2020-08-02
com.b2w.submarino;SUBMARINO;4.0;91455;10000000;2020-08-04
com.b2w.shoptime;SHOPTIME;4.4;102617;10000000;2020-08-04
com.luizalabs.mlapp;MAGAZINE LUIZA;4.3;421840;50000000;2020-07-23
com.novapontocom.casasbahia;CASAS BAHIA;3.8;137041;10000000;2020-08-07
com.br.GeraTech.Genial;GENIAL;4.5;1194;50000;2020-07-16
com.sonyericsson.pontofrio;PONTO FRIO;3.7;32599;10000000;2020-08-07
com.novapontocom.extra;EXTRA;2.8;26830;1000000;2018-07-16
com.portal.android;STONE;4.0;1363;100000;2020-08-04
br.com.agipag.app;AGIBANK;3.2;22627;1000000;2020-08-04
br.com.meupag;MEU PAG!;3.8;98320;5000000;2020-07-29
com.mercadopago.wallet;MERCADO PAGO;4.5;1240521;10000000;2020-08-10
com.btg.pactual.digital.mobile;BTG PACTUAL;4.4;13804;1000000;2020-08-04
com.picpay;PICPAY;3.6;254997;10000000;2020-08-11
br.com.digio;DIGIO;4.4;353880;5000000;2020-07-27
br.com.cielo.hyaku;CIELO;2.6;1230;100000;2020-06-16
br.com.rico.mobile;RICO;4.7;109013;1000000;2020-08-11
com.b2winc.amedigital;AME DIGITAL;4.3;136340;5000000;2020-07-30
com.itau.iti;ITI;3.8;10546;1000000;2020-08-10
com.recarga.recarga;RECARGAPAY;4.1;470141;10000000;2020-08-08
com.itaucard.activity;ITAUCARD;4.3;431035;10000000;2020-08-10
br.com.santander.way;SANTANDER WAY;4.4;986697;10000000;2020-08-02
br.com.bradesco.cartoes;BRADESCO CARTOES;3.9;160488;10000000;2020-06-25
com.bs2.banco.conta.digital.flamengo;BS2 FLAMENGO;4.7;14175;100000;2020-06-25
br.com.xp.carteira;XP INVESTIMENTOS;4.7;116648;1000000;2020-08-08
br.com.orama.mobile;ORAMA;4.5;778;100000;2020-08-01
br.com.easynvest.rendafixa;EASYNVEST;3.9;23943;1000000;2020-08-04
br.com.clear.droid;CLEAR;2.8;16553;1000000;2019-11-23
br.com.invistacompi.app;PI INVESTIMENTOS;2.6;485;50000;2020-07-08
com.airbnb.android;AIRBNB;4.6;978086;50000000;2020-08-11
